31.78,11.46
22.30,24.71
20.02,26.89
38.07,23.85
20.46,24.24
29.36,29.71
31.40,11.34
19.02,12.30
17.30,13.02
13.80,2.10
38.64,24.14
20.57,25.73
18.78,12.55
19.51,10.48
31.36,12.05
30.61,28.51
17.26,12.42
31.14,13.15
18.10,10.64
30.16,27.38
32.25,26.82
37.53,24.81
31.89,28.63
18.67,24.11
17.09,2.14
20.73,27.19
39.37,23.57
16.70,12.11
18.07,3.22
18.61,12.44
22.18,24.20
32.25,26.45
30.00,11.25
31.43,28.57
19.24,11.31
36.38,23.21
31.51,9.76
17.38,12.04
18.86,11.66
15.45,1.16
19.91,24.00
30.23,29.44
16.83,10.68
32.52,11.91
17.32,1.83
20.43,25.60
33.19,11.54
39.75,25.27
16.79,3.05
21.09,24.87
30.92,12.71
20.48,11.09
32.49,10.15
38.47,23.19
16.86,2.48
14.36,1.57
15.33,2.57
18.76,24.71
20.45,24.59
30.39,28.44
15.79,0.98
40.36,22.19
17.39,12.02
39.86,25.17
15.98,10.59
19.59,26.35
37.14,25.40
17.14,2.02
18.21,12.02
17.74,12.20
18.23,12.37
32.70,11.17
31.03,29.21
30.65,12.07
32.14,11.47
39.58,24.39
13.40,1.82
20.35,24.09
17.45,12.14
18.20,1.81
30.18,10.67
17.46,2.44
39.34,24.74
17.86,12.61
21.77,25.85
16.34,1.11
30.65,10.69
17.29,9.37
31.04,27.55
29.56,27.69
33.37,11.43
21.47,24.67
20.51,25.23
38.96,23.38
29.82,27.93
14.72,1.29
17.33,12.96
16.05,1.40
21.32,24.21
30.92,26.31
32.32,10.46
15.86,0.87
31.49,27.66
31.08,11.02
15.26,2.30
20.89,22.96
19.11,11.92
23.01,24.69
16.58,0.47
17.65,12.30
16.16,4.17
30.54,28.03
30.52,27.98
22.70,26.54
17.37,11.36
31.90,11.76
17.62,12.20
38.74,24.26
40.42,25.58
20.99,24.33
29.31,29.24
31.78,11.10
31.22,27.03
16.34,1.89
20.09,26.51
15.80,2.35
17.93,13.36
18.74,13.02
23.49,24.56
30.25,27.56
32.24,26.57
19.95,26.04
18.09,12.41
31.36,12.54
21.38,26.57
31.16,11.15
17.18,2.32
38.45,24.61
30.82,28.37
22.04,23.01
38.69,24.53
16.43,0.55
30.32,13.22
29.72,25.58
40.37,24.04
30.99,28.02
17.76,2.37
31.05,11.82
16.65,1.76
31.45,12.09
39.45,24.29
31.05,28.60
39.62,25.08
19.93,24.88
37.82,23.60
17.28,12.03
20.25,24.79
32.30,11.69
16.32,1.21
38.39,23.11
22.03,25.09
39.90,24.19
40.03,21.70
40.29,23.81
39.92,23.89
37.95,24.96
16.77,11.24
31.55,27.77
37.93,25.70
15.20,2.63
31.98,11.60
38.92,25.37
31.39,12.26
32.36,11.26
30.57,26.69
38.39,24.93
39.35,23.89
30.43,26.44
18.02,10.33
17.95,13.13
31.80,26.69
32.23,11.67
31.66,27.62
40.21,22.93
29.91,9.06
38.41,22.81
21.63,23.65
30.58,12.81
30.94,11.69
30.98,26.43
31.88,13.17
38.50,23.60
38.43,24.43
21.83,25.97
32.50,13.63
18.51,11.50
17.17,2.98
18.93,13.63
30.40,26.67
37.79,25.29
19.42,12.00
16.74,1.46
18.80,25.76
37.18,23.59
18.28,12.16
31.39,26.95
37.46,24.46
32.74,10.07
29.67,27.10
33.74,12.40
16.72,1.07
22.54,24.22
14.60,2.66
29.36,11.70
18.45,13.04
19.77,14.17
30.51,28.06
32.03,28.92
31.30,28.09
38.81,25.56
29.44,27.49
31.37,29.13
30.71,12.98
30.13,27.37
39.64,25.22
17.58,13.50
29.86,12.13
32.02,27.78
32.09,12.29
21.32,24.00
37.78,24.29
39.37,25.14
39.78,24.42
30.67,28.38
17.99,13.74
31.55,26.54
15.47,3.04
32.07,11.87
16.11,0.94
17.86,3.37
31.85,12.01
38.33,24.29
20.89,24.51
31.66,26.91
31.48,10.52
16.00,3.96
31.06,11.30
15.29,2.08
20.62,24.33
18.21,11.87
16.91,2.47
32.17,25.48
21.26,24.68
18.11,12.89
30.08,26.94
30.19,25.38
16.75,11.52
16.61,1.84
40.37,24.28
16.75,3.10
38.82,23.44
39.28,23.50
30.24,28.74
40.11,23.72
30.95,26.75
38.30,25.17
17.38,2.63
33.26,12.52
18.52,1.69
36.84,24.85
20.87,25.47
30.07,28.17
17.25,11.93
31.55,28.46
31.92,27.96
31.59,27.30
39.68,23.67
30.58,12.96
17.54,12.26
17.53,3.94
39.49,24.55
31.74,12.60
18.40,11.28
40.60,24.96
32.94,10.62
20.36,25.68
18.12,11.51
21.95,25.45
30.77,12.43
32.28,11.58
31.00,27.09
22.46,24.22
16.26,12.36
21.33,26.59
19.86,24.89
38.86,26.20
16.90,3.10
29.85,10.14
22.06,23.82
39.25,22.75
16.95,2.04
19.62,14.08
38.62,22.90
21.19,25.57
19.92,24.39
31.22,10.10
17.52,12.66
17.92,11.34
15.75,2.00
18.23,8.97
20.29,25.02
32.51,12.35
40.20,25.58
38.57,24.16
22.36,25.20
31.95,12.55
34.52,11.56
17.11,1.32
15.62,1.12
15.54,1.86
20.22,26.36
16.61,3.40
15.20,2.19
31.51,27.84
20.86,24.35
31.75,28.94
22.15,25.25
31.72,12.63
15.00,2.05
19.67,25.98
20.42,26.85
20.47,27.03
20.30,24.22
39.19,24.68
17.84,13.36
30.25,27.39
16.58,10.59
39.25,24.29
17.76,10.60
31.90,29.00
16.39,1.95
17.09,12.47
17.23,1.67
40.47,24.73
31.48,11.65
32.41,14.50
19.60,10.50
17.31,12.43
17.45,11.98
14.97,2.42
13.43,2.20
31.72,10.13
31.70,10.66
15.67,1.97
21.64,24.67
22.59,23.55
39.42,23.04
39.66,24.88
40.40,25.34
21.44,23.51
19.10,12.30
32.50,27.18
38.82,23.86
18.93,25.71
36.39,25.13
30.74,10.98
31.22,10.56
20.23,25.61
15.58,3.83
13.44,2.91
38.24,24.43
38.85,23.72
39.46,25.27
21.95,23.87
21.48,25.13
31.75,11.95
39.07,21.83
19.98,23.75
31.30,10.96
30.96,10.73
32.04,11.29
21.72,25.35
22.73,25.08
36.55,24.60
17.63,12.26
21.29,26.36
40.20,24.48
31.53,27.43
32.34,11.87
16.53,2.53
33.13,28.09
32.16,27.49
18.71,12.41
39.76,23.15
18.80,13.99
20.31,25.40
18.26,2.58
15.27,0.74
40.05,23.73
18.76,25.13
19.29,12.42
18.45,11.25
18.76,13.08
19.58,13.18
38.48,24.43
17.18,11.49
32.86,11.77
32.40,12.06
32.58,11.58
30.99,26.65
18.38,13.59
32.68,11.96
21.29,25.67
20.16,25.94
18.18,12.46
18.30,11.83
17.93,11.71
18.73,12.51
19.05,13.66
21.08,25.38
32.99,11.27
39.07,25.82
31.96,11.64
39.64,24.43
29.44,26.95
16.32,2.86
19.96,12.15
39.40,21.57
30.10,29.35
16.52,2.51
31.05,27.91
19.32,10.99
40.40,25.23
16.62,11.02
20.66,24.75
17.54,12.86
14.58,1.91
20.98,25.67
21.81,25.73
30.21,11.18
30.64,13.33
33.45,10.43
31.71,27.13
31.46,12.75
38.53,24.76
31.41,11.69
16.92,12.97
18.73,13.94
17.36,3.19
37.72,24.16
38.14,24.57
39.99,23.17
32.03,10.89
17.15,12.31
18.56,12.03
39.63,25.93
40.59,22.57
38.69,24.05
31.34,25.37
30.58,27.64
20.25,24.45
21.30,25.57
19.20,11.79
17.32,0.76
15.53,14.91
30.40,27.06
29.85,11.84
39.26,22.93
21.90,24.53
21.47,25.39
21.18,23.97
33.89,12.82
18.40,12.89
30.92,28.58
17.69,12.46
39.20,23.17
20.30,24.17
15.89,2.45
32.71,12.59
29.88,28.49
21.23,24.90
21.42,26.04
32.32,11.08
20.27,12.07
16.84,1.20
31.28,10.21
31.03,26.52
38.92,23.59
22.97,25.17
39.83,23.54
18.91,13.28
19.35,12.85
32.17,12.21
17.20,1.75
40.00,24.81
31.56,10.47
32.71,11.86
17.68,0.51
17.60,2.04
32.03,27.41
30.77,11.93
15.78,4.67
19.00,12.12
31.69,12.80
17.26,3.74
14.93,3.59
17.74,11.88
18.98,12.84
31.84,10.94
20.91,25.47
32.06,28.08
30.89,26.88
23.01,24.15
15.57,2.03
20.53,25.68
32.09,10.68
16.56,12.78
31.27,29.68
31.11,27.92
39.59,24.20
28.96,26.35
16.10,1.00
39.43,23.73
40.26,22.73
21.18,25.58
17.52,12.73
39.08,24.67
29.62,27.62
38.61,23.75
39.42,23.04
21.27,25.54
21.06,26.42
17.90,4.48
30.14,28.47
33.44,11.39
31.96,28.13
29.41,25.11
40.01,24.69
15.38,-0.22
14.78,3.10
17.95,14.54
16.10,1.90
29.89,29.23
22.60,24.81
32.61,29.80
20.79,24.80
29.59,26.71
31.34,27.88
39.04,23.45
31.77,26.97
29.90,10.38
31.48,27.96
39.50,23.63
17.14,1.45
29.75,26.36
29.40,27.68
32.23,28.46
39.94,25.68
33.64,11.32
30.45,26.79
32.12,12.46
32.90,12.38
16.14,1.91
30.63,12.18
30.55,10.75
31.08,28.73
31.87,12.15
21.99,24.54
19.35,11.37
21.63,24.57
31.30,10.97
22.20,23.90
15.92,1.09
18.15,12.10
15.77,2.00
16.76,3.04
16.07,2.09
38.86,25.86
37.89,24.62
20.21,26.55
15.87,2.71
32.32,10.29
20.93,24.15
32.12,10.40
30.27,11.21
39.74,24.15
41.57,23.67
16.13,2.91
15.81,2.42
16.05,0.82
20.87,25.28
18.90,11.69
36.87,24.30
16.27,2.57
16.72,1.39
38.46,23.39
40.02,23.96
31.85,12.69
31.30,27.27
30.36,26.89
16.90,0.39
31.56,27.04
39.03,22.19
17.23,11.11
21.12,25.21
20.44,25.42
16.89,11.31
16.49,3.66
33.10,11.18
18.71,10.89
32.13,11.73
31.60,29.32
31.79,12.41
32.12,26.59
37.56,23.34
30.20,26.94
17.32,13.42
32.11,11.11
31.95,10.59
31.59,27.77
41.23,22.13
40.72,24.93
16.24,2.08
17.59,10.81
38.45,24.54
32.08,28.73
17.88,11.71
30.93,11.23
17.70,11.22
23.05,23.85
14.19,4.12
16.22,3.09
38.69,24.83
17.86,3.50
16.66,3.29
37.27,25.43
17.84,11.97
15.89,11.21
15.42,3.10
31.66,12.81
32.04,25.15
31.89,11.36
33.59,28.26
21.55,24.78
16.52,3.31
19.97,24.16
30.76,26.03
32.35,27.18
15.76,11.53
18.18,3.98
16.34,3.49
18.78,12.74
38.82,25.59
18.06,11.46
20.57,26.38
20.28,24.40
18.38,12.74
20.56,25.11
15.73,2.66
33.63,29.36
30.53,8.42
32.48,28.73
32.30,27.35
30.64,26.47
30.55,27.61
17.18,3.01
21.06,25.45
30.98,12.29
21.91,26.13
16.92,3.13
30.73,10.11
19.76,11.50
19.86,25.38
31.47,13.05
30.80,28.92
31.98,27.11
30.78,12.19
31.79,11.05
33.07,13.93
14.86,2.19
38.40,25.12
21.55,24.49
39.00,25.00
32.10,27.48
16.64,1.48
18.60,12.31
38.07,24.67
30.88,26.86
16.29,3.93
16.42,2.30
20.89,23.81
20.30,23.00
31.29,27.81
28.72,27.65
18.68,12.41
37.74,22.74
16.85,3.03
21.63,25.16
38.91,24.04
16.43,2.06
30.34,28.07
18.49,12.56
21.38,24.94
33.02,27.55
32.70,13.04
17.94,2.39
30.14,14.00
37.07,23.83
31.67,11.62
21.80,24.42
31.08,27.87
23.22,24.54
30.76,26.76
39.61,24.35
30.13,27.36
18.58,11.75
20.86,26.07
19.51,13.30
21.08,27.95
21.08,25.84
38.14,24.25
28.78,25.72
18.00,1.17
22.79,24.93
16.34,2.77
40.10,24.69
17.89,11.52
19.65,25.81
32.78,10.21
14.60,1.99
39.24,24.65
19.06,13.51
32.47,10.74
32.03,12.64
31.30,26.80
31.06,12.06
16.31,1.20
30.03,28.61
